#MIDSubject,Subject,Run,Condition.Type,Condition,SubTrial,Cue.OnsetTime,Cue.Duration,Anticipation.OnsetTime,Anticipation.Duration,Probe.OnsetTime,Probe.Duration,Feedback.OnsetTime,Feedback.Duration,Probe.RESP,Result,TriggerTime,Cue+Response,Cue,Anticipation.Model.onset,Anticipation.Model.Duration,default
202363,dpk16ahr202363_05023,1,5,LgPun,21,123.497,2,125.48,1.5,126.98,0.381,127.43,1.65,2,You keep $5!,44273,10,15,123.497,3.5,1
202363,dpk16ahr202363_05023,1,1,LgReward,22,128.996,2,130.979,3.5,134.478,0.381,134.928,1.65,2,You earn $5!,44273,6,11,128.996,5.5,1
202363,dpk16ahr202363_05023,1,5,LgPun,23,136.495,2,138.478,3.5,141.977,0.331,142.377,1.65,2,You keep $5!,44273,10,15,136.495,5.5,1
202363,dpk16ahr202363_05023,1,1,LgReward,24,143.993,2,145.976,1.5,147.476,0.331,147.876,1.65,NA,You did not earn $5!,44273,1,11,143.993,3.5,1
202363,dpk16ahr202363_05023,1,3,Triangle,25,149.492,2,151.475,2,153.475,0.331,153.875,1.65,NA,No money at stake!,44273,3,13,149.492,4,1
202363,dpk16ahr202363_05023,1,3,Triangle,26,155.491,2,157.474,2.5,159.974,0.331,160.374,1.65,NA,No money at stake!,44273,3,13,155.491,4.5,1
202363,dpk16ahr202363_05023,1,4,SmallPun,27,161.99,2,163.973,2.5,166.473,0.331,166.873,1.65,NA,You lose $0.20!,44273,4,14,161.99,4.5,1
202363,dpk16ahr202363_05023,1,2,SmallReward,28,168.489,2,170.472,1.5,171.972,0.311,172.355,1.65,2,You earn $0.20!,44273,7,12,168.489,3.5,1
202363,dpk16ahr202363_05023,1,5,LgPun,29,173.988,2,175.971,3,178.971,0.311,179.354,1.65,NA,You lose $5!,44273,5,15,173.988,5,1
202363,dpk16ahr202363_05023,1,1,LgReward,30,180.987,2,182.97,2,184.97,0.311,185.353,1.65,NA,You did not earn $5!,44273,1,11,180.987,4,1
202363,dpk16ahr202363_05023,1,2,SmallReward,31,186.986,2,188.969,1.5,190.469,0.351,190.902,1.65,2,You earn $0.20!,44273,7,12,186.986,3.5,1
202363,dpk16ahr202363_05023,1,1,LgReward,32,192.485,2,194.468,4,198.467,0.351,198.884,1.65,2,You earn $5!,44273,6,11,192.485,6,1
202363,dpk16ahr202363_05023,1,5,LgPun,33,200.484,2,202.467,1.5,203.966,0.351,204.383,1.65,2,You keep $5!,44273,10,15,200.484,3.5,1
202363,dpk16ahr202363_05023,1,5,LgPun,34,205.983,2,207.966,4,211.965,0.331,212.365,1.65,2,You keep $5!,44273,10,15,205.983,6,1
202363,dpk16ahr202363_05023,1,4,SmallPun,35,213.981,2,215.964,1.5,217.464,0.331,217.864,1.65,NA,You lose $0.20!,44273,4,14,213.981,3.5,1
202363,dpk16ahr202363_05023,1,5,LgPun,36,219.48,2,221.463,2,223.463,0.331,223.863,1.65,2,You keep $5!,44273,10,15,219.48,4,1
202363,dpk16ahr202363_05023,1,3,Triangle,37,225.479,2,227.462,3,230.462,0.301,230.845,1.65,2,No money at stake!,44273,8,13,225.479,5,1
202363,dpk16ahr202363_05023,1,3,Triangle,38,232.478,2,234.461,1.5,235.961,0.301,236.344,1.65,NA,No money at stake!,44273,3,13,232.478,3.5,1
202363,dpk16ahr202363_05023,1,2,SmallReward,39,237.977,2,239.96,2.5,242.46,0.301,242.843,1.65,NA,You did not earn $0.20!,44273,2,12,237.977,4.5,1
202363,dpk16ahr202363_05023,1,3,Triangle,40,244.476,2,246.459,1.5,247.959,0.301,248.342,1.65,NA,No money at stake!,44273,3,13,244.476,3.5,1
202363,dpk16ahr202363_05023,1,3,Triangle,41,249.975,2,251.958,3.5,255.457,0.301,255.841,1.65,NA,No money at stake!,44273,3,13,249.975,5.5,1
202363,dpk16ahr202363_05023,1,5,LgPun,42,257.474,2,259.457,1.5,260.956,0.301,261.323,1.65,NA,You lose $5!,44273,5,15,257.474,3.5,1
202363,dpk16ahr202363_05023,1,4,SmallPun,43,262.973,2,264.956,3.5,268.455,0.301,268.838,1.65,NA,You lose $0.20!,44273,4,14,262.973,5.5,1
202363,dpk16ahr202363_05023,1,1,LgReward,44,270.472,2,272.454,1.5,273.954,0.341,274.371,1.65,2,You earn $5!,44273,6,11,270.472,3.5,1
202363,dpk16ahr202363_05023,1,2,SmallReward,45,275.971,2,277.953,2,279.953,0.341,280.37,1.65,2,You earn $0.20!,44273,7,12,275.971,4,1
202363,dpk16ahr202363_05023,1,5,LgPun,46,281.969,2,283.952,2,285.952,0.341,286.369,1.65,2,You keep $5!,44273,10,15,281.969,4,1
202363,dpk16ahr202363_05023,1,2,SmallReward,47,287.968,2,289.951,3.5,293.451,0.361,293.884,1.65,2,You earn $0.20!,44273,7,12,287.968,5.5,1
202363,dpk16ahr202363_05023,1,4,SmallPun,48,295.467,2,297.45,2,299.45,0.361,299.883,1.65,NA,You lose $0.20!,44273,4,14,295.467,4,1
202363,dpk16ahr202363_05023,1,1,LgReward,49,301.466,2,303.449,1.5,304.949,0.361,305.382,1.65,NA,You did not earn $5!,44273,1,11,301.466,3.5,1
202363,dpk16ahr202363_05023,1,4,SmallPun,50,306.965,2,308.948,4,312.947,0.341,313.364,1.65,NA,You lose $0.20!,44273,4,14,306.965,6,1
202363,dpk16ahr202363_05023,2,3,Triangle,1,0.017,2,2,2,3.999,0.341,4.416,1.65,2,No money at stake!,423159,8,13,0.017,4,1
202363,dpk16ahr202363_05023,2,3,Triangle,2,6.016,2,7.999,1.5,9.498,0.341,9.915,1.65,2,No money at stake!,423159,8,13,6.016,3.5,1
202363,dpk16ahr202363_05023,2,5,LgPun,3,11.515,2,13.498,2.5,15.997,0.341,16.414,1.65,2,You keep $5!,423159,10,15,11.515,4.5,1
202363,dpk16ahr202363_05023,2,3,Triangle,4,18.014,2,19.997,1.5,21.496,0.341,21.913,1.65,NA,No money at stake!,423159,3,13,18.014,3.5,1
202363,dpk16ahr202363_05023,2,1,LgReward,5,23.513,2,25.496,1.5,26.995,0.341,27.412,1.65,2,You earn $5!,423159,6,11,23.513,3.5,1
202363,dpk16ahr202363_05023,2,4,SmallPun,6,29.012,2,30.995,1.5,32.494,0.341,32.911,1.65,2,You keep $0.20!,423159,9,14,29.012,3.5,1
202363,dpk16ahr202363_05023,2,5,LgPun,7,34.511,2,36.494,4,40.493,0.291,40.86,1.65,NA,You lose $5!,423159,5,15,34.511,6,1
202363,dpk16ahr202363_05023,2,3,Triangle,8,42.509,2,44.492,3.5,47.992,0.291,48.358,1.65,NA,No money at stake!,423159,3,13,42.509,5.5,1
202363,dpk16ahr202363_05023,2,2,SmallReward,9,50.008,2,51.991,2.5,54.491,0.291,54.857,1.65,2,You earn $0.20!,423159,7,12,50.008,4.5,1
202363,dpk16ahr202363_05023,2,5,LgPun,10,56.507,2,58.49,2,60.49,0.291,60.856,1.65,2,You keep $5!,423159,10,15,56.507,4,1
202363,dpk16ahr202363_05023,2,4,SmallPun,11,62.506,2,64.489,1.5,65.989,0.261,66.322,1.65,NA,You lose $0.20!,423159,4,14,62.506,3.5,1
202363,dpk16ahr202363_05023,2,2,SmallReward,12,68.005,2,69.988,3,72.987,0.261,73.321,1.65,NA,You did not earn $0.20!,423159,2,12,68.005,5,1
202363,dpk16ahr202363_05023,2,5,LgPun,13,75.004,2,76.987,1.5,78.487,0.261,78.82,1.65,NA,You lose $5!,423159,5,15,75.004,3.5,1
202363,dpk16ahr202363_05023,2,2,SmallReward,14,80.503,2,82.486,1.5,83.986,0.301,84.369,1.65,2,You earn $0.20!,423159,7,12,80.503,3.5,1
202363,dpk16ahr202363_05023,2,2,SmallReward,15,86.002,2,87.985,2,89.985,0.301,90.368,1.65,NA,You did not earn $0.20!,423159,2,12,86.002,4,1
202363,dpk16ahr202363_05023,2,5,LgPun,16,92.001,2,93.984,2,95.983,0.301,96.367,1.65,NA,You lose $5!,423159,5,15,92.001,4,1
202363,dpk16ahr202363_05023,2,3,Triangle,17,98,2,99.983,2.5,102.482,0.351,102.916,1.65,2,No money at stake!,423159,8,13,98,4.5,1
202363,dpk16ahr202363_05023,2,5,LgPun,18,104.499,2,106.482,1.5,107.981,0.351,108.398,1.65,2,You keep $5!,423159,10,15,104.499,3.5,1
202363,dpk16ahr202363_05023,2,1,LgReward,19,109.998,2,111.981,3.5,115.48,0.351,115.897,1.65,2,You earn $5!,423159,6,11,109.998,5.5,1
202363,dpk16ahr202363_05023,2,1,LgReward,20,117.496,2,119.479,1.5,120.979,0.351,121.396,1.65,2,You earn $5!,423159,6,11,117.496,3.5,1
202363,dpk16ahr202363_05023,2,5,LgPun,21,122.995,2,124.978,3,127.978,0.331,128.378,1.65,2,You keep $5!,423159,10,15,122.995,5,1
202363,dpk16ahr202363_05023,2,4,SmallPun,22,129.994,2,131.977,2,133.977,0.331,134.377,1.65,NA,You lose $0.20!,423159,4,14,129.994,4,1
202363,dpk16ahr202363_05023,2,2,SmallReward,23,135.993,2,137.976,3.5,141.476,0.331,141.876,1.65,2,You earn $0.20!,423159,7,12,135.993,5.5,1
202363,dpk16ahr202363_05023,2,1,LgReward,24,143.492,2,145.475,2.5,147.974,0.301,148.341,1.65,2,You earn $5!,423159,6,11,143.492,4.5,1
202363,dpk16ahr202363_05023,2,2,SmallReward,25,149.991,2,151.974,4,155.973,0.301,156.356,1.65,NA,You did not earn $0.20!,423159,2,12,149.991,6,1
202363,dpk16ahr202363_05023,2,4,SmallPun,26,157.989,2,159.972,4,163.972,0.301,164.355,1.65,NA,You lose $0.20!,423159,4,14,157.989,6,1
202363,dpk16ahr202363_05023,2,1,LgReward,27,165.988,2,167.971,2,169.971,0.321,170.371,1.65,2,You earn $5!,423159,6,11,165.988,4,1
202363,dpk16ahr202363_05023,2,1,LgReward,28,171.987,2,173.97,3,176.969,0.321,177.369,1.65,NA,You did not earn $5!,423159,1,11,171.987,5,1
202363,dpk16ahr202363_05023,2,3,Triangle,29,178.986,2,180.969,4,184.968,0.321,185.368,1.65,NA,No money at stake!,423159,3,13,178.986,6,1
202363,dpk16ahr202363_05023,2,5,LgPun,30,186.984,2,188.967,1.5,190.467,0.321,190.867,1.65,NA,You lose $5!,423159,5,15,186.984,3.5,1
202363,dpk16ahr202363_05023,2,2,SmallReward,31,192.483,2,194.466,1.5,195.966,0.361,196.399,1.65,2,You earn $0.20!,423159,7,12,192.483,3.5,1
202363,dpk16ahr202363_05023,2,1,LgReward,32,197.983,2,199.966,1.5,201.465,0.361,201.899,1.65,2,You earn $5!,423159,6,11,197.983,3.5,1
202363,dpk16ahr202363_05023,2,1,LgReward,33,203.482,2,205.465,4,209.464,0.361,209.897,1.65,2,You earn $5!,423159,6,11,203.482,6,1
202363,dpk16ahr202363_05023,2,4,SmallPun,34,211.48,2,213.463,3.5,216.963,0.341,217.379,1.65,2,You keep $0.20!,423159,9,14,211.48,5.5,1
202363,dpk16ahr202363_05023,2,3,Triangle,35,218.979,2,220.962,1.5,222.462,0.341,222.878,1.65,2,No money at stake!,423159,8,13,218.979,3.5,1
202363,dpk16ahr202363_05023,2,3,Triangle,36,224.478,2,226.461,2,228.461,0.341,228.877,1.65,2,No money at stake!,423159,8,13,224.478,4,1
202363,dpk16ahr202363_05023,2,4,SmallPun,37,230.477,2,232.46,2,234.46,0.341,234.876,1.65,2,You keep $0.20!,423159,9,14,230.477,4,1
202363,dpk16ahr202363_05023,2,5,LgPun,38,236.476,2,238.459,1.5,239.959,0.341,240.375,1.65,2,You keep $5!,423159,10,15,236.476,3.5,1
202363,dpk16ahr202363_05023,2,5,LgPun,39,241.975,2,243.958,3.5,247.457,0.291,247.824,1.65,NA,You lose $5!,423159,5,15,241.975,5.5,1
202363,dpk16ahr202363_05023,2,4,SmallPun,40,249.474,2,251.457,3,254.456,0.291,254.823,1.65,NA,You lose $0.20!,423159,4,14,249.474,5,1
202363,dpk16ahr202363_05023,2,1,LgReward,41,256.472,2,258.455,2,260.455,0.291,260.822,1.65,NA,You did not earn $5!,423159,1,11,256.472,4,1
202363,dpk16ahr202363_05023,2,4,SmallPun,42,262.471,2,264.454,1.5,265.954,0.311,266.337,1.65,2,You keep $0.20!,423159,9,14,262.471,3.5,1
202363,dpk16ahr202363_05023,2,2,SmallReward,43,267.97,2,269.953,1.5,271.453,0.311,271.836,1.65,2,You earn $0.20!,423159,7,12,267.97,3.5,1
202363,dpk16ahr202363_05023,2,2,SmallReward,44,273.469,2,275.453,1.5,276.952,0.311,277.335,1.65,2,You earn $0.20!,423159,7,12,273.469,3.5,1
202363,dpk16ahr202363_05023,2,1,LgReward,45,278.969,2,280.952,1.5,282.451,0.331,282.851,1.65,2,You earn $5!,423159,6,11,278.969,3.5,1
202363,dpk16ahr202363_05023,2,3,Triangle,46,284.468,2,286.451,1.5,287.95,0.331,288.35,1.65,NA,No money at stake!,423159,3,13,284.468,3.5,1
202363,dpk16ahr202363_05023,2,4,SmallPun,47,289.967,2,291.95,1.5,293.449,0.331,293.849,1.65,2,You keep $0.20!,423159,9,14,289.967,3.5,1
202363,dpk16ahr202363_05023,2,4,SmallPun,48,295.466,2,297.449,2.5,299.948,0.331,300.348,1.65,NA,You lose $0.20!,423159,4,14,295.466,4.5,1
202363,dpk16ahr202363_05023,2,3,Triangle,49,301.965,2,303.948,3,306.947,0.301,307.33,1.65,NA,No money at stake!,423159,3,13,301.965,5,1
202363,dpk16ahr202363_05023,2,2,SmallReward,50,308.963,2,310.946,2,312.946,0.301,313.329,1.65,NA,You did not earn $0.20!,423159,2,12,308.963,4,1
2023678,dpk16ahr203678_04980,1,2,SmallReward,1,0.022,2,2.005,4,6.004,0.281,6.371,1.65,NA,You did not earn $0.20!,55435,2,12,0.022,6,1
2023678,dpk16ahr203678_04980,1,3,Triangle,2,8.02,2,10.003,1.5,11.503,0.281,11.853,1.65,NA,No money at stake!,55435,3,13,8.02,3.5,1
2023678,dpk16ahr203678_04980,1,2,SmallReward,3,13.519,2,15.502,3,18.502,0.281,18.852,1.65,2,You did not earn $0.20!,55435,7,12,13.519,5,1
2023678,dpk16ahr203678_04980,1,4,SmallPun,4,20.518,2,22.501,1.5,24.001,0.281,24.351,1.65,NA,You lose $0.20!,55435,4,14,20.518,3.5,1
2023678,dpk16ahr203678_04980,1,5,LgPun,5,26.017,2,28,1.5,29.5,0.351,29.933,1.65,2,You keep $5!,55435,10,15,26.017,3.5,1
2023678,dpk16ahr203678_04980,1,3,Triangle,6,31.516,2,33.499,1.5,34.999,0.351,35.432,1.65,NA,No money at stake!,55435,3,13,31.516,3.5,1
2023678,dpk16ahr203678_04980,1,4,SmallPun,7,37.015,2,38.998,1.5,40.498,0.351,40.931,1.65,2,You keep $0.20!,55435,9,14,37.015,3.5,1
2023678,dpk16ahr203678_04980,1,3,Triangle,8,42.514,2,44.497,2,46.497,0.351,46.93,1.65,2,No money at stake!,55435,8,13,42.514,4,1
2023678,dpk16ahr203678_04980,1,1,LgReward,9,48.513,2,50.496,2.5,52.996,0.351,53.429,1.65,2,You earn $5!,55435,6,11,48.513,4.5,1
2023678,dpk16ahr203678_04980,1,5,LgPun,10,55.012,2,56.995,2.5,59.495,0.371,59.945,1.65,2,You keep $5!,55435,10,15,55.012,4.5,1
2023678,dpk16ahr203678_04980,1,4,SmallPun,11,61.511,2,63.494,3,66.494,0.371,66.944,1.65,2,You keep $0.20!,55435,9,14,61.511,5,1
2023678,dpk16ahr203678_04980,1,2,SmallReward,12,68.51,2,70.493,2,72.493,0.371,72.942,1.65,2,You earn $0.20!,55435,7,12,68.51,4,1
2023678,dpk16ahr203678_04980,1,3,Triangle,13,74.509,2,76.492,4,80.491,0.321,80.891,1.65,NA,No money at stake!,55435,3,13,74.509,6,1
2023678,dpk16ahr203678_04980,1,1,LgReward,14,82.507,2,84.49,2,86.49,0.321,86.89,1.65,NA,You did not earn $5!,55435,1,11,82.507,4,1
2023678,dpk16ahr203678_04980,1,1,LgReward,15,88.506,2,90.489,3,93.489,0.321,93.889,1.65,2,You earn $5!,55435,6,11,88.506,5,1
2023678,dpk16ahr203678_04980,1,4,SmallPun,16,95.505,2,97.488,1.5,98.988,0.321,99.388,1.65,NA,You lose $0.20!,55435,4,14,95.505,3.5,1
2023678,dpk16ahr203678_04980,1,2,SmallReward,17,101.004,2,102.987,1.5,104.487,0.301,104.87,1.65,NA,You did not earn $0.20!,55435,2,12,101.004,3.5,1
2023678,dpk16ahr203678_04980,1,1,LgReward,18,106.503,2,108.486,1.5,109.986,0.301,110.369,1.65,NA,You did not earn $5!,55435,1,11,106.503,3.5,1
2023678,dpk16ahr203678_04980,1,4,SmallPun,19,112.002,2,113.985,2,115.985,0.301,116.368,1.65,2,You keep $0.20!,55435,9,14,112.002,4,1
2023678,dpk16ahr203678_04980,1,2,SmallReward,20,118.001,2,119.984,1.5,121.484,0.341,121.901,1.65,2,You earn $0.20!,55435,7,12,118.001,3.5,1
2023678,dpk16ahr203678_04980,1,5,LgPun,21,123.5,2,125.483,1.5,126.983,0.341,127.4,1.65,2,You keep $5!,55435,10,15,123.5,3.5,1
2023678,dpk16ahr203678_04980,1,1,LgReward,22,128.999,2,130.982,3.5,134.482,0.341,134.898,1.65,2,You earn $5!,55435,6,11,128.999,5.5,1
2023678,dpk16ahr203678_04980,1,5,LgPun,23,136.498,2,138.481,3.5,141.98,0.321,142.38,1.65,2,You keep $5!,55435,10,15,136.498,5.5,1
2023678,dpk16ahr203678_04980,1,1,LgReward,24,143.997,2,145.98,1.5,147.48,0.321,147.88,1.65,NA,You did not earn $5!,55435,1,11,143.997,3.5,1
2023678,dpk16ahr203678_04980,1,3,Triangle,25,149.496,2,151.479,2,153.479,0.321,153.879,1.65,2,No money at stake!,55435,8,13,149.496,4,1
2023678,dpk16ahr203678_04980,1,3,Triangle,26,155.495,2,157.478,2.5,159.977,0.321,160.377,1.65,2,No money at stake!,55435,8,13,155.495,4.5,1
2023678,dpk16ahr203678_04980,1,4,SmallPun,27,161.994,2,163.977,2.5,166.476,0.321,166.876,1.65,2,You keep $0.20!,55435,9,14,161.994,4.5,1
2023678,dpk16ahr203678_04980,1,2,SmallReward,28,168.493,2,170.476,1.5,171.975,0.291,172.342,1.65,NA,You did not earn $0.20!,55435,2,12,168.493,3.5,1
2023678,dpk16ahr203678_04980,1,5,LgPun,29,173.992,2,175.975,3,178.974,0.291,179.341,1.65,NA,You lose $5!,55435,5,15,173.992,5,1
2023678,dpk16ahr203678_04980,1,1,LgReward,30,180.99,2,182.973,2,184.973,0.291,185.34,1.65,NA,You did not earn $5!,55435,1,11,180.99,4,1
2023678,dpk16ahr203678_04980,1,2,SmallReward,31,186.989,2,188.972,1.5,190.472,0.331,190.872,1.65,2,You earn $0.20!,55435,7,12,186.989,3.5,1
2023678,dpk16ahr203678_04980,1,1,LgReward,32,192.488,2,194.471,4,198.471,0.331,198.871,1.65,2,You earn $5!,55435,6,11,192.488,6,1
2023678,dpk16ahr203678_04980,1,5,LgPun,33,200.487,2,202.47,1.5,203.97,0.331,204.37,1.65,2,You keep $5!,55435,10,15,200.487,3.5,1
2023678,dpk16ahr203678_04980,1,5,LgPun,34,205.986,2,207.969,4,211.968,0.351,212.385,1.65,2,You keep $5!,55435,10,15,205.986,6,1
2023678,dpk16ahr203678_04980,1,4,SmallPun,35,213.985,2,215.968,1.5,217.467,0.351,217.901,1.65,2,You keep $0.20!,55435,9,14,213.985,3.5,1
2023678,dpk16ahr203678_04980,1,5,LgPun,36,219.484,2,221.467,2,223.466,0.351,223.883,1.65,2,You keep $5!,55435,10,15,219.484,4,1
2023678,dpk16ahr203678_04980,1,3,Triangle,37,225.483,2,227.466,3,230.465,0.301,230.848,1.65,NA,No money at stake!,55435,3,13,225.483,5,1
2023678,dpk16ahr203678_04980,1,3,Triangle,38,232.482,2,234.464,1.5,235.964,0.301,236.347,1.65,NA,No money at stake!,55435,3,13,232.482,3.5,1
2023678,dpk16ahr203678_04980,1,2,SmallReward,39,237.981,2,239.964,2.5,242.463,0.301,242.846,1.65,2,You earn $0.20!,55435,7,12,237.981,4.5,1
2023678,dpk16ahr203678_04980,1,3,Triangle,40,244.479,2,246.462,1.5,247.962,0.301,248.345,1.65,NA,No money at stake!,55435,3,13,244.479,3.5,1
2023678,dpk16ahr203678_04980,1,3,Triangle,41,249.978,2,251.961,3.5,255.461,0.301,255.844,1.65,2,No money at stake!,55435,8,13,249.978,5.5,1
2023678,dpk16ahr203678_04980,1,5,LgPun,42,257.477,2,259.46,1.5,260.96,0.301,261.343,1.65,NA,You lose $5!,55435,5,15,257.477,3.5,1
2023678,dpk16ahr203678_04980,1,4,SmallPun,43,262.976,2,264.959,3.5,268.459,0.301,268.842,1.65,NA,You lose $0.20!,55435,4,14,262.976,5.5,1
2023678,dpk16ahr203678_04980,1,1,LgReward,44,270.475,2,272.458,1.5,273.958,0.281,274.308,1.65,NA,You did not earn $5!,55435,1,11,270.475,3.5,1
2023678,dpk16ahr203678_04980,1,2,SmallReward,45,275.974,2,277.957,2,279.957,0.281,280.307,1.65,NA,You did not earn $0.20!,55435,2,12,275.974,4,1
2023678,dpk16ahr203678_04980,1,5,LgPun,46,281.973,2,283.956,2,285.956,0.281,286.306,1.65,2,You keep $5!,55435,10,15,281.973,4,1
2023678,dpk16ahr203678_04980,1,2,SmallReward,47,287.972,2,289.955,3.5,293.454,0.321,293.854,1.65,2,You earn $0.20!,55435,7,12,287.972,5.5,1
2023678,dpk16ahr203678_04980,1,4,SmallPun,48,295.471,2,297.454,2,299.453,0.321,299.853,1.65,2,You keep $0.20!,55435,9,14,295.471,4,1
2023678,dpk16ahr203678_04980,1,1,LgReward,49,301.47,2,303.453,1.5,304.952,0.321,305.352,1.65,NA,You did not earn $5!,55435,1,11,301.47,3.5,1
2023678,dpk16ahr203678_04980,1,4,SmallPun,50,306.969,2,308.952,4,312.951,0.341,313.367,1.65,2,You keep $0.20!,55435,9,14,306.969,6,1
2023678,dpk16ahr203678_04980,2,3,Triangle,1,0.016,2,1.999,2,3.998,0.341,4.415,1.65,NA,No money at stake!,424977,3,13,0.016,4,1
2023678,dpk16ahr203678_04980,2,3,Triangle,2,6.015,2,7.998,1.5,9.497,0.341,9.914,1.65,2,No money at stake!,424977,8,13,6.015,3.5,1
2023678,dpk16ahr203678_04980,2,5,LgPun,3,11.514,2,13.497,2.5,15.996,0.341,16.413,1.65,2,You keep $5!,424977,10,15,11.514,4.5,1
2023678,dpk16ahr203678_04980,2,3,Triangle,4,18.013,2,19.996,1.5,21.495,0.341,21.912,1.65,2,No money at stake!,424977,8,13,18.013,3.5,1
2023678,dpk16ahr203678_04980,2,1,LgReward,5,23.512,2,25.495,1.5,26.994,0.341,27.411,1.65,2,You earn $5!,424977,6,11,23.512,3.5,1
2023678,dpk16ahr203678_04980,2,4,SmallPun,6,29.011,2,30.994,1.5,32.493,0.341,32.91,1.65,2,You keep $0.20!,424977,9,14,29.011,3.5,1
2023678,dpk16ahr203678_04980,2,5,LgPun,7,34.51,2,36.493,4,40.492,0.291,40.859,1.65,2,You keep $5!,424977,10,15,34.51,6,1
2023678,dpk16ahr203678_04980,2,3,Triangle,8,42.508,2,44.491,3.5,47.991,0.291,48.357,1.65,2,No money at stake!,424977,8,13,42.508,5.5,1
2023678,dpk16ahr203678_04980,2,2,SmallReward,9,50.007,2,51.99,2.5,54.49,0.291,54.856,1.65,NA,You did not earn $0.20!,424977,2,12,50.007,4.5,1
2023678,dpk16ahr203678_04980,2,5,LgPun,10,56.506,2,58.489,2,60.489,0.291,60.855,1.65,2,You keep $5!,424977,10,15,56.506,4,1
2023678,dpk16ahr203678_04980,2,4,SmallPun,11,62.505,2,64.488,1.5,65.988,0.261,66.321,1.65,NA,You lose $0.20!,424977,4,14,62.505,3.5,1
2023678,dpk16ahr203678_04980,2,2,SmallReward,12,68.004,2,69.987,3,72.986,0.261,73.32,1.65,NA,You did not earn $0.20!,424977,2,12,68.004,5,1
2023678,dpk16ahr203678_04980,2,5,LgPun,13,75.003,2,76.986,1.5,78.486,0.261,78.819,1.65,NA,You lose $5!,424977,5,15,75.003,3.5,1
2023678,dpk16ahr203678_04980,2,2,SmallReward,14,80.502,2,82.485,1.5,83.985,0.301,84.368,1.65,NA,You did not earn $0.20!,424977,2,12,80.502,3.5,1
2023678,dpk16ahr203678_04980,2,2,SmallReward,15,86.001,2,87.984,2,89.984,0.301,90.367,1.65,2,You earn $0.20!,424977,7,12,86.001,4,1
2023678,dpk16ahr203678_04980,2,5,LgPun,16,92,2,93.983,2,95.983,0.301,96.366,1.65,2,You keep $5!,424977,10,15,92,4,1
2023678,dpk16ahr203678_04980,2,3,Triangle,17,97.999,2,99.982,2.5,102.481,0.341,102.898,1.65,2,No money at stake!,424977,8,13,97.999,4.5,1
2023678,dpk16ahr203678_04980,2,5,LgPun,18,104.498,2,106.481,1.5,107.98,0.341,108.397,1.65,2,You keep $5!,424977,10,15,104.498,3.5,1
2023678,dpk16ahr203678_04980,2,1,LgReward,19,109.997,2,111.98,3.5,115.479,0.341,115.896,1.65,2,You earn $5!,424977,6,11,109.997,5.5,1
2023678,dpk16ahr203678_04980,2,1,LgReward,20,117.495,2,119.478,1.5,120.978,0.341,121.395,1.65,2,You earn $5!,424977,6,11,117.495,3.5,1
2023678,dpk16ahr203678_04980,2,5,LgPun,21,122.994,2,124.978,3,127.977,0.311,128.36,1.65,2,You keep $5!,424977,10,15,122.994,5,1
2023678,dpk16ahr203678_04980,2,4,SmallPun,22,129.993,2,131.976,2,133.976,0.311,134.359,1.65,NA,You lose $0.20!,424977,4,14,129.993,4,1
2023678,dpk16ahr203678_04980,2,2,SmallReward,23,135.992,2,137.975,3.5,141.475,0.311,141.858,1.65,2,You earn $0.20!,424977,7,12,135.992,5.5,1
2023678,dpk16ahr203678_04980,2,1,LgReward,24,143.491,2,145.474,2.5,147.973,0.281,148.323,1.65,NA,You did not earn $5!,424977,1,11,143.491,4.5,1
2023678,dpk16ahr203678_04980,2,2,SmallReward,25,149.99,2,151.973,4,155.972,0.281,156.322,1.65,NA,You did not earn $0.20!,424977,2,12,149.99,6,1
2023678,dpk16ahr203678_04980,2,4,SmallPun,26,157.988,2,159.971,4,163.971,0.281,164.321,1.65,NA,You lose $0.20!,424977,4,14,157.988,6,1
2023678,dpk16ahr203678_04980,2,1,LgReward,27,165.987,2,167.97,2,169.97,0.321,170.37,1.65,2,You earn $5!,424977,6,11,165.987,4,1
2023678,dpk16ahr203678_04980,2,1,LgReward,28,171.986,2,173.969,3,176.968,0.321,177.368,1.65,2,You earn $5!,424977,6,11,171.986,5,1
2023678,dpk16ahr203678_04980,2,3,Triangle,29,178.985,2,180.968,4,184.967,0.321,185.367,1.65,NA,No money at stake!,424977,3,13,178.985,6,1
2023678,dpk16ahr203678_04980,2,5,LgPun,30,186.983,2,188.966,1.5,190.466,0.321,190.866,1.65,NA,You lose $5!,424977,5,15,186.983,3.5,1
2023678,dpk16ahr203678_04980,2,2,SmallReward,31,192.482,2,194.465,1.5,195.965,0.361,196.398,1.65,2,You earn $0.20!,424977,7,12,192.482,3.5,1
2023678,dpk16ahr203678_04980,2,1,LgReward,32,197.981,2,199.964,1.5,201.464,0.361,201.897,1.65,2,You earn $5!,424977,6,11,197.981,3.5,1
2023678,dpk16ahr203678_04980,2,1,LgReward,33,203.481,2,205.464,4,209.463,0.361,209.896,1.65,2,You earn $5!,424977,6,11,203.481,6,1
2023678,dpk16ahr203678_04980,2,4,SmallPun,34,211.479,2,213.462,3.5,216.962,0.331,217.361,1.65,2,You keep $0.20!,424977,9,14,211.479,5.5,1
2023678,dpk16ahr203678_04980,2,3,Triangle,35,218.978,2,220.961,1.5,222.461,0.331,222.861,1.65,NA,No money at stake!,424977,3,13,218.978,3.5,1
